Mapping Rule ID,QBC Tag,QBC 中文名稱,Source specification,Source SHA-256,Source condition,Source cardinality,Source datatype,Current bridge input,Target source evidence,Canonical fact,Projection role,Target Resource,Target Element,Target datatype,Target cardinality,Target profile canonical,Target profile version,Semantic alignment canonical,Semantic alignment version,Terminology/ConceptMap,Map relationship,Transform rule,Null handling,Repeat handling,Information-loss policy,Round-trip policy,Technical status,Approval gates,Release status
QBC-MAP-D084,D084,(復發) BRCA 1/2,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,DIAG_TYPE=3,0..1,code,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,pathology/laboratory DiagnosticReport + Observation + Specimen,pathology finding / tumor marker / specimen-linked observation,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueCodeableConcept,CodeableConcept,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-data-item-observation,1.0.0-preview.1,http://hl7.org/fhir/us/mcode/StructureDefinition/mcode-genomic-variant,4.0.0,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,validate against QBC field ValueSet; translate when ConceptMap exists; preserve raw code,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-DIAGTYPE3-RECURRENCE-REQUIRED; FHIR-MCODE-SCOPE,ready-for-human-review
QBC-MAP-D085,D085,(復發) PD-L1,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,DIAG_TYPE=3,0..1,code,癌症診療計畫書 JSON（過渡期 secondary source；非 Care Plan Task 輸出）,pathology/laboratory DiagnosticReport + Observation + Specimen,pathology finding / tumor marker / specimen-linked observation,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.valueCodeableConcept,CodeableConcept,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-data-item-observation,1.0.0-preview.1,http://hl7.org/fhir/us/mcode/StructureDefinition/mcode-tumor-marker-test,4.0.0,"No fixed LOINC without clone/assay; candidates 83052-1, 83055-4, 83057-0; QBC lacks clone, CPS/TPS and threshold; preserve raw value and method metadata",unmatched,validate against QBC field ValueSet; translate when ConceptMap exists; preserve raw code,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossy for assay/clone/CPS/TPS because QBC does not carry them; do not infer,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,QBC-DIAGTYPE3-RECURRENCE-REQUIRED; TERM-PDL1; FHIR-MCODE-SCOPE,ready-for-human-review
QBC-MAP-TM01,TM01,治療順序,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,source value exists,0..*,integer,癌症診療計畫書／個管整理的治療資料,"Procedure, MedicationAdministration, radiotherapy or treatment-system source",cancer treatment fact,derived projection to QBC; plan and QBC are not source-of-truth facts,Procedure,Procedure.extension[qbc-treatment-sequence],positiveInt,0..1,https://twcore.mohw.gov.tw/ig/twcore/StructureDefinition/Procedure-twcore,1.0.0,,,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,copy after Big5/max-length validation; preserve exact source in Provenance,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,FHIR-EXTENSIONS,ready-for-human-review
QBC-MAP-TM02,TM02,治療方式,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,source value exists,0..*,code,癌症診療計畫書／個管整理的治療資料,"Procedure, MedicationAdministration, radiotherapy or treatment-system source",cancer treatment fact,derived projection to QBC; plan and QBC are not source-of-truth facts,Procedure,Procedure.extension[qbc-treatment-type],CodeableConcept,0..1,https://twcore.mohw.gov.tw/ig/twcore/StructureDefinition/Procedure-twcore,1.0.0,,,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,validate against QBC field ValueSet; translate when ConceptMap exists; preserve raw code,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,FHIR-EXTENSIONS,ready-for-human-review
QBC-MAP-TM03,TM03,治療情況,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,source value exists,0..*,code,癌症診療計畫書／個管整理的治療資料,"Procedure, MedicationAdministration, radiotherapy or treatment-system source",cancer treatment fact,derived projection to QBC; plan and QBC are not source-of-truth facts,Procedure,Procedure.extension[qbc-treatment-facility-class],CodeableConcept,0..1,https://twcore.mohw.gov.tw/ig/twcore/StructureDefinition/Procedure-twcore,1.0.0,,,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,validate against QBC field ValueSet; translate when ConceptMap exists; preserve raw code,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,FHIR-EXTENSIONS,ready-for-human-review
QBC-MAP-TM04,TM04,手術項目,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,source value exists,0..*,code,癌症診療計畫書／個管整理的治療資料,"Procedure, MedicationAdministration, radiotherapy or treatment-system source",cancer treatment fact,derived projection to QBC; plan and QBC are not source-of-truth facts,Procedure,Procedure.code,CodeableConcept,1..1,https://twcore.mohw.gov.tw/ig/twcore/StructureDefinition/Procedure-twcore,1.0.0,,,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,validate against QBC field ValueSet; translate when ConceptMap exists; preserve raw code,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,none,technically-ready
QBC-MAP-TM05,TM05,藥物,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,source value exists,0..*,code-list (comma-separated repeating codes),癌症診療計畫書／個管整理的治療資料,"Procedure, MedicationAdministration, radiotherapy or treatment-system source",cancer treatment fact,derived projection to QBC; plan and QBC are not source-of-truth facts,MedicationAdministration,MedicationAdministration.medicationCodeableConcept,CodeableConcept,1..1,http://hl7.org/fhir/StructureDefinition/MedicationAdministration,4.0.1,,,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,split on ASCII comma; trim; de-duplicate; preserve source order,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,none,technically-ready
QBC-MAP-TM06,TM06,藥物 (其他),11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,source value exists,0..*,string,癌症診療計畫書／個管整理的治療資料,"Procedure, MedicationAdministration, radiotherapy or treatment-system source",cancer treatment fact,derived projection to QBC; plan and QBC are not source-of-truth facts,MedicationAdministration,MedicationAdministration.medicationCodeableConcept.text,string,0..1,http://hl7.org/fhir/StructureDefinition/MedicationAdministration,4.0.1,,,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,copy after Big5/max-length validation; preserve exact source in Provenance,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,none,technically-ready
QBC-MAP-TM07,TM07,部位,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,source value exists,0..*,code-list (comma-separated repeating codes),癌症診療計畫書／個管整理的治療資料,"Procedure, MedicationAdministration, radiotherapy or treatment-system source",cancer treatment fact,derived projection to QBC; plan and QBC are not source-of-truth facts,Procedure,Procedure.bodySite,CodeableConcept,0..*,https://twcore.mohw.gov.tw/ig/twcore/StructureDefinition/Procedure-twcore,1.0.0,,,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,split on ASCII comma; trim; de-duplicate; preserve source order,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,none,technically-ready
QBC-MAP-TM08,TM08,部位 (其他),11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,source value exists,0..*,string,癌症診療計畫書／個管整理的治療資料,"Procedure, MedicationAdministration, radiotherapy or treatment-system source",cancer treatment fact,derived projection to QBC; plan and QBC are not source-of-truth facts,Procedure,Procedure.bodySite.text,string,0..1,https://twcore.mohw.gov.tw/ig/twcore/StructureDefinition/Procedure-twcore,1.0.0,,,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,copy after Big5/max-length validation; preserve exact source in Provenance,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,none,technically-ready
QBC-MAP-TM09,TM09,治療項目開始日期,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,source value exists,0..*,date,癌症診療計畫書／個管整理的治療資料,"Procedure, MedicationAdministration, radiotherapy or treatment-system source",cancer treatment fact,derived projection to QBC; plan and QBC are not source-of-truth facts,Procedure,Procedure.performedPeriod.start,dateTime,0..1,https://twcore.mohw.gov.tw/ig/twcore/StructureDefinition/Procedure-twcore,1.0.0,,,FHIR date/dateTime; YYYYMMDD → YYYY-MM-DD; timezone not inferred,equivalent,parse YYYYMMDD as FHIR date/dateTime; reject invalid calendar dates,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,none,technically-ready
QBC-MAP-TM10,TM10,治療項目結束日期,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,source value exists,0..*,date,癌症診療計畫書／個管整理的治療資料,"Procedure, MedicationAdministration, radiotherapy or treatment-system source",cancer treatment fact,derived projection to QBC; plan and QBC are not source-of-truth facts,Procedure,Procedure.performedPeriod.end,dateTime,0..1,https://twcore.mohw.gov.tw/ig/twcore/StructureDefinition/Procedure-twcore,1.0.0,,,FHIR date/dateTime; YYYYMMDD → YYYY-MM-DD; timezone not inferred,equivalent,parse YYYYMMDD as FHIR date/dateTime; reject invalid calendar dates,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,none,technically-ready
QBC-MAP-T01,T01,追蹤年度,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,source value exists,0..*,date,癌症診療計畫書／個管追蹤資料,"follow-up encounter, vital status, transfer or outcome source",follow-up/outcome fact,derived projection to QBC; plan and QBC are not source-of-truth facts,Observation,Observation.effectiveDateTime,dateTime,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-date-data-item-observation,1.0.0-preview.1,,,FHIR date/dateTime; YYYYMMDD → YYYY-MM-DD; timezone not inferred,equivalent,parse YYYYMMDD as FHIR date/dateTime; reject invalid calendar dates,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,none,technically-ready
QBC-MAP-T02,T02,治療狀況,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,source value exists,0..*,code,癌症診療計畫書／個管追蹤資料,"follow-up encounter, vital status, transfer or outcome source",follow-up/outcome fact,derived projection to QBC; plan and QBC are not source-of-truth facts,EpisodeOfCare,EpisodeOfCare.extension[qbc-treatment-status],CodeableConcept,0..1,http://hl7.org/fhir/StructureDefinition/EpisodeOfCare,4.0.1,,,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,validate against QBC field ValueSet; translate when ConceptMap exists; preserve raw code,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,FHIR-EXTENSIONS,ready-for-human-review
QBC-MAP-T03,T03,追蹤狀況,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,source value exists,0..*,code,癌症診療計畫書／個管追蹤資料,"follow-up encounter, vital status, transfer or outcome source",follow-up/outcome fact,derived projection to QBC; plan and QBC are not source-of-truth facts,EpisodeOfCare,EpisodeOfCare.extension[qbc-followup-status],CodeableConcept,0..1,http://hl7.org/fhir/StructureDefinition/EpisodeOfCare,4.0.1,,,QBC field-specific ValueSet or source terminology; copy or field-specific ConceptMap; raw QBC value retained in Provenance,equivalent,validate against QBC field ValueSet; translate when ConceptMap exists; preserve raw code,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,FHIR-EXTENSIONS,ready-for-human-review
QBC-MAP-T04,T04,轉出日期,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,source value exists,0..*,date,癌症診療計畫書／個管追蹤資料,"follow-up encounter, vital status, transfer or outcome source",follow-up/outcome fact,derived projection to QBC; plan and QBC are not source-of-truth facts,EpisodeOfCare,EpisodeOfCare.extension[qbc-transfer-date],date,0..1,http://hl7.org/fhir/StructureDefinition/EpisodeOfCare,4.0.1,,,FHIR date/dateTime; YYYYMMDD → YYYY-MM-DD; timezone not inferred,equivalent,parse YYYYMMDD as FHIR date/dateTime; reject invalid calendar dates,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,FHIR-EXTENSIONS,ready-for-human-review
QBC-MAP-T05,T05,結案日期,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,source value exists,0..*,date,癌症診療計畫書／個管追蹤資料,"follow-up encounter, vital status, transfer or outcome source",follow-up/outcome fact,derived projection to QBC; plan and QBC are not source-of-truth facts,EpisodeOfCare,EpisodeOfCare.period.end,dateTime,0..1,http://hl7.org/fhir/StructureDefinition/EpisodeOfCare,4.0.1,,,FHIR date/dateTime; YYYYMMDD → YYYY-MM-DD; timezone not inferred,equivalent,parse YYYYMMDD as FHIR date/dateTime; reject invalid calendar dates,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,none,technically-ready
QBC-MAP-T06,T06,死亡日期,11507 定版,f63be9eae07c552af4f03e9771e48bcda1c5b4eb14c36ae6291c1fc0fb4e069d,source value exists,0..*,date,癌症診療計畫書／個管追蹤資料,"follow-up encounter, vital status, transfer or outcome source",follow-up/outcome fact,derived projection to QBC; plan and QBC are not source-of-truth facts,Patient,Patient.deceasedDateTime,dateTime,0..1,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/StructureDefinition/qbc-patient,1.0.0-preview.1,,,FHIR date/dateTime; YYYYMMDD → YYYY-MM-DD; timezone not inferred,equivalent,parse YYYYMMDD as FHIR date/dateTime; reject invalid calendar dates,reject missing when condition is true; otherwise omit target element; never invent a value,create one target item per source repetition; multi-select values are separate codings unless profile requires one CodeableConcept,lossless with raw QBC value retained in Provenance,QBC export MUST use retained raw value plus validated canonical value; fail closed if they disagree,implemented-and-tested,none,technically-ready
